arg-id,x,y,probability,cluster-id
A44_4,6.9478035,5.044962,1.0,1
A44_5,5.1661954,5.1885815,1.0,1
A44_6,0.56157494,11.253315,0.0,4
A45_0,1.8201327,5.9613485,1.0,3
A45_1,-1.3966209,9.619898,1.0,3
A45_2,-1.1916598,5.651396,1.0,0
A45_3,1.6311877,5.041627,1.0,3
A45_4,3.4000509,5.7521033,1.0,3
A45_5,3.3107336,5.9137754,0.7032600944922415,3
A46_0,2.2613578,6.7650275,1.0,3
A46_1,1.6721061,1.6982092,1.0,2
A46_2,1.8077745,8.936179,1.0,3
A47_0,5.086125,3.2885919,0.0,1
A47_1,1.8304263,2.3525593,1.0,2
A47_2,1.142911,4.4282627,0.19569907905590542,3
A48_0,-1.916409,8.089062,1.0,3
A48_1,-1.5219163,6.6477447,1.0,3
A48_2,-2.3173873,9.031376,0.0,3
A48_3,-1.4188725,5.0897408,1.0,0
A48_4,1.9148111,2.3865614,1.0,2
A48_5,6.254548,4.7530985,1.0,1
A48_6,4.485674,4.407509,0.6535915660648395,1
A48_7,-1.4599215,5.7641945,1.0,0
A48_8,-1.0110812,4.2325597,1.0,0
A48_9,0.9849702,8.8636875,1.0,3
A49_0,2.0804853,6.43456,1.0,3
A49_1,6.7735066,5.071659,1.0,1
A49_2,6.4685073,3.8719478,0.0,1
A49_3,7.858626,3.0794833,0.0,1
A49_4,-1.395911,7.1006517,1.0,3
A49_5,-1.5880128,9.271721,0.9294638267576797,3
A50_0,-0.6623019,3.408315,0.0,0
A50_1,-0.53021526,11.162097,0.0,4
A50_2,5.89606,4.625658,0.49554502258538824,1
A50_3,5.758031,5.6698256,1.0,1
A50_4,5.3042364,3.6772935,1.0,1
A50_5,5.167524,5.2141023,0.0,1
A50_6,3.336136,7.049302,0.0,3
A51_0,4.344259,5.2867517,0.3751719706751306,1
A51_1,0.0962944,9.921871,1.0,3
A51_2,0.29345664,7.411069,1.0,3
A51_3,-1.2917979,3.720132,0.9624642619525349,0
A51_4,1.2886307,2.2437477,1.0,2
A51_5,-0.97341347,4.570352,0.0,0
A51_6,5.1529846,5.185499,0.9298872231504037,1
A51_7,2.1326077,8.400633,1.0,3
A52_0,6.76507,4.683625,0.6503299132134038,1
A52_1,4.713663,4.0852504,0.0,1
A52_2,-2.0776715,5.592386,0.0,0
A52_3,-1.713377,7.236856,0.0,3
A52_4,-1.3007779,4.1739335,0.0,0
A52_5,-1.8463302,4.6723666,0.0,0
A52_6,-1.8660083,5.607405,1.0,0
A52_7,1.631551,5.053768,1.0,3
A52_8,5.481247,3.135793,1.0,1
A53_0,2.2644885,8.31723,0.0,3
A53_1,-1.41035,4.834568,1.0,0
A53_2,-1.3160447,6.3246026,1.0,3
A53_3,-2.4392934,9.106329,1.0,3
A53_4,5.3526444,4.2990475,0.6974826831103211,1
A54_0,2.0425425,8.675215,0.0,3
A54_1,0.049005836,11.3542595,0.8312010567513494,4
A54_2,1.1844609,10.390153,1.0,4
A54_3,0.1824216,10.635213,0.8090259067148731,4
A54_4,5.126366,5.1254687,0.9922056732387314,1
A54_5,-1.3467877,9.879077,0.7040841172863908,3
A55_0,-1.6806651,7.1385503,0.0,3
A55_1,4.505488,9.979992,1.0,7
A55_2,5.762643,2.671446,1.0,1
A56_0,2.2600737,6.7495127,0.5842938320033914,3
A56_1,1.3626876,7.6624193,0.8445744948304986,3
A56_2,-0.052695192,10.213693,1.0,4
A56_3,4.518828,3.8768716,1.0,1
A57_0,1.6701554,6.7145324,0.6604310588755609,3
A57_1,1.4868451,4.917337,0.9077409040469607,3
A58_0,1.6367049,6.0200715,0.7793992953479247,3
A58_1,-1.04231,7.3097053,0.0,3
A58_2,-1.9958376,9.462507,1.0,3
A58_3,3.4357467,5.6261168,0.12039240991472643,3
A58_4,4.65359,3.8278213,1.0,1
A59_0,1.7483164,2.9315434,1.0,2
A59_1,0.046154555,11.409951,0.8638029427113586,4
A59_2,2.8844106,10.226818,1.0,3
A59_3,-0.73975897,5.833019,0.19795623630795087,0
A59_4,-0.59159374,6.776399,0.0,3
A59_5,0.2733187,8.340322,0.554678881391273,3
A59_6,6.847056,4.811626,1.0,1
A60_0,1.8652045,8.834785,1.0,3
A60_1,6.3624454,5.1251245,0.9928993992326864,1
A61_0,5.9525337,4.399632,1.0,1
A61_1,0.7455415,10.779075,0.520266054150797,4
A61_2,0.8402316,10.705819,0.7088156292039365,4
A61_3,5.108335,3.8737457,1.0,1
A61_4,-0.044348992,7.0844207,0.3181954302777446,3
A62_0,1.9957771,6.9749827,0.0,3
A62_1,2.9718857,7.5875115,0.38145820431662203,3
A62_2,0.8398075,8.165976,1.0,3
A62_3,-1.7034938,4.5322065,1.0,0
A62_4,2.1676729,2.9725053,0.0,2
A62_5,2.2979877,8.563092,0.4904340638845186,3
A63_0,1.6304595,8.182045,0.0,3
A63_1,-0.98136693,3.9856973,1.0,0
A63_2,6.247821,4.9434166,1.0,1
A63_3,-1.3296304,3.798622,0.38612509639559994,0
A63_4,1.2557107,2.2737377,1.0,2
A63_5,0.2892176,7.412183,1.0,3
A63_6,4.706645,4.4054456,0.4012194683683411,1
A63_7,1.970684,3.2690396,0.0,2
A63_8,7.0720162,4.673531,1.0,1
A63_9,2.281341,7.863798,0.8398874033230294,3
A63_10,2.7135842,3.6693258,1.0,3
A64_0,0.051018458,8.660534,1.0,3
A64_1,6.5952587,5.651896,0.6251743770627225,1
A64_2,5.4959793,3.8384917,1.0,1
A64_3,6.5851383,3.4330716,0.3815581743204598,1
A65_0,0.043520886,10.589371,1.0,4
A65_1,0.87383705,8.049109,1.0,3
A65_2,6.035189,3.2765698,0.46977917676211844,1
A65_3,-0.93440044,6.868021,1.0,3
A65_4,4.863729,3.1927965,1.0,1
A65_5,1.9851742,2.309608,0.0,2
A65_6,6.912473,3.1967268,0.906818636251169,1
A65_7,5.421399,5.0854797,0.7533296466684133,1
A65_8,5.7160316,3.5193965,0.0,1
A65_9,6.7305164,5.0121603,0.952744299322665,1
A65_10,-0.5883202,10.193324,1.0,3
A65_11,6.984935,3.7797291,1.0,1
A66_0,1.8275402,6.028569,1.0,3
A66_1,2.4140656,10.0301075,0.4116561812611409,3
A66_2,-0.016361406,10.163436,0.0,4
A66_3,7.9223986,3.2242284,0.9933329168989434,1
A66_4,5.811527,5.6913524,1.0,1
A66_5,5.1207895,5.157869,0.8518193804705774,1
A66_6,6.108777,4.097407,0.33639781004514685,1
A66_7,1.3474592,2.204191,0.8034508604501363,2
A66_8,-2.4686987,9.039722,1.0,3
A67_0,2.229428,6.527535,1.0,3
A67_1,1.6383724,2.2782795,0.0,2
A67_2,-0.9023245,3.7480702,1.0,0
A67_3,-1.6211755,9.790292,0.9797187619832418,3
A67_4,-1.025909,7.2137594,0.0,3
A67_5,-1.0998911,6.038643,1.0,0
A67_6,-1.0846385,5.170107,1.0,0
A67_7,-1.1973369,5.189878,1.0,0
A68_0,3.432291,7.0506086,1.0,3
A68_1,5.5925045,3.6380355,0.5880353753460197,1
A68_2,6.471435,5.8469706,0.7719823332241409,1
A68_3,5.1399646,5.1954966,0.7940944117224075,1
A68_4,3.3271515,5.1803265,1.0,3
A68_5,1.3025278,4.8957567,1.0,3
A69_0,1.8779577,6.0940785,0.6933023231863844,3
A69_1,5.985557,3.6944902,1.0,1
A69_2,6.833957,4.792465,1.0,1
A69_3,4.295765,4.8699284,1.0,1
A69_4,-0.9239284,7.193058,0.9897776723439472,3
A69_5,-0.004910838,10.483587,1.0,4
A69_6,3.2480893,6.8646593,1.0,3
A70_0,1.9045799,8.786272,1.0,3
A70_1,0.44331425,6.0398474,1.0,3
A70_2,-0.6528084,10.059477,0.0,3
A71_0,2.102332,6.4188566,1.0,3
A71_1,-1.1316873,9.364128,1.0,3
A72_0,5.0211477,3.0152435,0.3243934537309554,1
A72_1,8.0392065,3.1731699,0.6165598565084717,1
A72_2,-0.80816466,11.096094,0.7703403881506555,4
A72_3,-0.6534314,8.639838,0.7951514602881539,3
A72_4,-0.57272583,8.650151,0.5436071751453873,3
A72_5,-0.24099024,8.359004,1.0,3
A72_6,-0.04702952,7.230072,0.6605964304507048,3
A73_0,-0.4626936,11.117619,0.0,4
A73_1,1.78814,8.943654,1.0,3
A73_2,-0.4627931,10.925043,0.0,4
A73_3,6.3021545,4.770462,1.0,1
A73_4,1.2767161,7.111485,0.0,3
A74_0,2.5397289,5.4664903,1.0,3
A74_1,-0.058143668,8.152659,1.0,3
A74_2,6.9616427,4.963587,1.0,1
A74_3,-0.7037437,11.05443,0.3816301267174752,4
A74_4,-2.171717,9.725775,1.0,3
A74_5,1.467558,2.2878458,1.0,2
A74_6,0.28258818,8.6491995,0.3563392261450156,3
A74_7,2.036023,4.9960465,0.28359854245077487,3
A75_0,5.5402513,4.848257,1.0,1
A75_1,5.5584154,4.708376,0.528520545596891,1
A75_2,4.9372025,3.2431717,1.0,1
A75_3,0.05638343,11.391633,1.0,4
A75_4,-1.304292,9.8190775,1.0,3
A75_5,3.1585765,6.784547,0.0,3
A76_0,0.48481998,10.459126,1.0,4
A76_1,-1.2778695,10.50937,1.0,4
A76_2,4.524639,4.5260434,0.78700606820703,1
A77_0,-1.2442825,7.4017763,1.0,3
A77_1,1.0250903,9.696649,1.0,3
A77_2,0.312492,6.165225,0.5902391414711107,3
A77_3,-0.2833968,5.8160043,1.0,3
A77_4,1.3950044,6.12411,0.0,3
A78_0,-0.08753243,10.439543,0.0,4
A78_1,-1.9885309,9.8248825,1.0,3
A79_0,1.6937325,5.447709,1.0,3
A79_1,-0.14114325,5.0351243,0.0,0
A79_2,0.82187337,4.9347115,0.0,3
A79_3,4.622118,3.4073672,0.0,1
A80_0,2.0560517,8.690156,0.8647443267064767,3
A80_1,-0.76746726,6.7986727,0.7003325218636508,3
A80_2,6.1337233,3.9545364,0.0,1
A80_3,5.626499,4.3491626,0.0,1
A80_4,7.872359,3.1529074,1.0,1
A80_5,6.907689,4.654646,0.4285649804073164,1
A80_6,2.2953534,8.654001,0.46060893693402094,3
A81_0,0.08850241,11.511476,0.7509385617197725,4
A81_1,1.2404716,10.4410095,1.0,4
A81_2,-0.8957776,9.399279,1.0,3
A81_3,2.0793643,4.348778,1.0,3
A81_4,-1.5461727,5.5955296,0.0,0
A81_5,4.508458,4.4577913,1.0,1
A81_6,2.0238795,4.4257,1.0,3
A82_0,-0.85153234,11.17265,0.5338229462454774,4
A82_1,-0.6499693,8.559614,0.8056790868653217,3
A82_2,7.2863317,4.8211913,0.0,1
A82_3,1.4635999,2.3944569,0.0,2
A82_4,4.1326528,9.560761,0.0,7
A82_5,3.1033986,6.7285852,1.0,3
A83_0,-0.6818961,4.8378386,0.9234079921880395,0
A83_1,-2.140483,7.8120074,1.0,3
A83_2,-1.8071218,9.313846,1.0,3
A83_3,-0.66078025,8.442368,1.0,3
A83_4,-0.09919059,7.2774024,0.9018595140343821,3
A84_0,-1.767501,9.311495,1.0,3
A84_1,0.05601008,10.90609,0.0,4
A84_2,0.015746731,9.396179,0.0,3
A84_3,-2.2193158,8.520447,1.0,3
A84_4,5.818468,5.2155366,0.7997097469583229,1
A84_5,-0.76928383,3.9084852,1.0,0
A84_6,1.4641541,4.9676933,1.0,3
A85_0,2.2394776,6.7837434,1.0,3
A85_1,2.285533,8.667211,0.37191111567450896,3
A85_2,-0.9413634,9.131565,1.0,3
A85_3,-1.084589,3.4450037,0.0,0
A85_4,1.4331901,2.4338348,0.0,2
A85_5,1.7566191,5.266417,0.7223758384954563,3
A86_0,1.9309622,5.9403753,1.0,3
A86_1,6.8164067,5.010294,0.7322291627309329,1
A86_2,4.9971137,2.8823967,0.5146358217262709,1
A86_3,-0.5563407,4.9293633,1.0,0
A86_4,1.6849005,2.5412772,1.0,2
A86_5,1.4685411,2.2997184,1.0,2
A87_0,0.12817082,11.360266,0.0,4
A87_1,3.889049,4.0533214,0.0,1
A87_2,6.7157326,3.449495,1.0,1
A88_0,2.163529,8.733664,1.0,3
A88_1,4.057187,7.391215,0.9595806329702732,3
A88_2,3.1307247,6.0862803,1.0,3
A88_3,-2.210119,7.804868,1.0,3
A88_4,-1.7557274,7.088174,0.9181857114200794,3
A88_5,-1.7029947,9.238456,1.0,3
A88_6,-2.3845272,5.595214,1.0,0
A88_7,5.2048807,5.14649,1.0,1
A88_8,7.82421,3.3231053,0.0,1
A88_9,6.7816095,3.6849518,0.0,1
A88_10,1.4630599,7.8006043,0.2680803837926046,3
A88_11,1.3972617,7.5409517,0.2647729148919481,3
A88_12,1.3335378,6.459294,0.0,3
A88_13,0.7285069,6.631314,0.0,3
A89_0,1.319836,7.637535,0.8562001841216599,3
A89_1,4.876074,4.6388364,0.0,1
A89_2,5.3275023,5.138735,1.0,1
A89_3,-1.1271534,7.959539,0.42652143890602967,3
A89_4,0.93599206,5.573378,0.762477870367694,3
A90_0,-0.040460348,11.347204,1.0,4
A90_1,-1.7364045,4.5758805,1.0,0
A90_2,-0.38426465,5.115565,1.0,0
A90_3,6.645044,4.968996,0.0,1
A90_4,0.13560556,10.693007,1.0,4
A91_0,1.9015789,5.979617,1.0,3
A91_1,1.0835757,7.68892,0.1814388039288505,3
A91_2,-0.12551478,8.006422,1.0,3
A91_3,6.9665174,5.3877697,0.5084853805691792,1
A91_4,5.8703804,2.8277528,0.0,1
A91_5,5.7762146,4.358235,0.0,1
A91_6,7.2147894,3.704691,0.36952534146032157,1
A91_7,1.0734721,4.0880985,0.7463097225590548,3
A92_0,5.791236,4.884649,0.7119412017338925,1
A92_1,7.1870723,3.63942,1.0,1
A92_2,6.3261437,4.280566,1.0,1
A92_3,7.2752748,3.646188,0.3992307911980209,1
A92_4,6.377457,3.3641996,0.5900752580279912,1
A92_5,-0.7477893,4.6720157,1.0,0
A92_6,1.4041959,5.2170568,1.0,3
A93_0,-0.3309136,9.113562,0.8928710804565492,3
A93_1,5.4615264,4.1369553,0.0,1
A93_2,6.947876,5.0755267,1.0,1
A93_3,-1.1536708,8.098281,1.0,3
A93_4,-1.82165,9.638185,0.0,3
A93_5,4.5026603,7.064658,0.4971994373873572,3
A94_0,-1.1606991,8.298961,0.1975894536363441,3
A94_1,4.7466197,4.0054927,0.5335681596425675,1
A95_0,2.2284696,6.7461295,0.4124001741629857,3
A95_1,-0.9991236,11.294975,1.0,4
A95_2,-0.4544858,9.977681,0.0,3
A95_3,3.3811939,5.785011,1.0,3
A95_4,-1.0680481,3.4416559,0.0,0
A95_5,1.6651437,8.429746,0.31692779017036915,3
A96_0,2.2235413,7.9953365,0.0,3
A96_1,1.9763501,8.622006,0.0,3
A96_2,2.2973933,8.566389,0.535999321396053,3
A96_3,2.4371111,2.767521,0.4806733605325853,2
A96_4,2.3888419,2.888119,0.7342520245859953,2
A96_5,2.6704223,2.8964567,0.6659997572199192,2
A97_0,-0.8836123,9.141885,1.0,3
A97_1,1.2924337,11.068941,1.0,4
A97_2,-1.2769367,6.3325114,1.0,3
A97_3,6.903689,4.9343405,1.0,1
A97_4,1.7145195,3.032226,1.0,2
A97_5,-1.4178243,4.866375,1.0,0
A97_6,2.6935992,3.7199385,0.5741647563309613,3
A98_0,1.8809763,6.6028414,0.0,3
A98_1,-2.163897,9.732158,1.0,3
A98_2,-2.3102639,8.434489,0.6533085475730233,3
